LA,URN,NTEA,NTEAAS,NNONTEA,NFTETEA,NFTETEAAS,NFTENONTEA,RATPUPTEA,SALARY
208,100632,29,23,5,27.0,21.3,5.0,17.4,41318
208,100633,20,12,10,17.1,9.7,7.8,23.6,38921
208,100634,13,15,5,12.3,11.5,4.7,19.4,43004
208,136288,52,27,4,52.0,27.0,4.0,20.6,29119
208,100636,21,13,5,19.0,9.1,4.6,17.5,42941
208,100602,29,23,11,29.0,18.4,10.5,19.2,36720
208,100637,65,13,23,62.7,9.8,19.7,14.6,46459
208,100638,92,26,28,87.5,21.9,20.4,13.5,44238
208,137093,111,25,38,100.7,22.6,34.8,13.2,43451
208,100640,43,4,16,42.0,3.4,15.5,11.7,42908
208,137966,68,12,23,65.3,11.4,21.7,12.7,39708
208,100642,47,18,14,47.0,18.0,13.8,13.4,41527
208,100643,19,24,6,19.0,22.5,5.8,6.1,50082
208,134815,86,20,35,84.4,19.8,34.3,11.8,40245
208,135389,66,25,23,65.7,24.7,22.2,13.7,40974
208,137954,21,8,9,20.2,6.8,8.8,12.8,46323
208,100654,14,18,2,14.0,17.2,2.0,6.0,50393
208,100659,13,23,5,13.0,20.6,5.0,6.6,44744
208,133440,14,41,7,13.0,39.2,6.5,6.8,40347
208,133442,11,24,4,9.0,23.0,3.2,7.0,44121
209,100667,6,12,5,5.3,8.1,5.0,16.4,46375
209,100668,5,8,14,5.0,4.8,10.5,18.5,49162
209,130856,35,21,12,34.3,21.0,11.9,3.9,48895
209,100671,22,23,8,21.7,16.8,8.0,23.8,37560
209,139672,5,1,NA,5.0,1.0,NA,24.0,36012
209,100672,33,29,9,30.5,21.7,7.2,15.2,42234
209,100673,18,20,7,15.2,9.9,5.4,17.4,44574
209,100674,20,16,10,17.8,10.7,6.7,21.3,43797
209,100675,27,30,11,24.1,27.3,9.4,18.9,45642
209,100676,33,27,14,29.6,18.4,12.8,18.5,40720
209,100677,33,16,10,28.5,9.4,9.0,14.7,38603
209,100678,33,45,12,30.4,31.8,10.8,22.1,41719
209,100679,19,27,8,17.8,14.0,7.8,27.6,41636
209,100680,25,13,8,21.8,8.5,6.8,20.6,43831
209,100681,24,21,5,23.0,14.2,3.9,19.5,38519
209,100683,29,34,8,26.1,24.3,6.2,18.5,40144
209,100684,32,31,10,30.2,20.4,7.2,19.5,38669
209,100685,17,24,9,14.4,17.6,6.0,19.2,40940
209,100686,16,28,3,15.3,21.1,2.6,34.8,32194
209,100687,31,20,8,29.4,18.1,8.0,21.6,39089
209,100688,23,24,6,18.9,14.6,6.0,26.0,45505
209,100689,11,17,3,9.9,12.5,2.4,34.7,43784
209,100690,31,39,4,26.0,27.2,2.9,24.2,43286
209,100691,11,17,4,10.2,13.6,3.9,40.1,41407
209,100692,24,29,7,22.7,20.1,6.9,20.7,41926
209,100693,25,18,10,23.4,16.7,6.4,19.9,37339
209,100695,19,9,5,18.8,7.9,4.5,23.6,29169
209,100696,30,27,5,24.7,19.6,4.2,16.8,45147
209,100699,22,34,5,18.9,27.4,4.5,24.8,38161
209,100700,30,22,12,26.3,16.7,8.3,18.6,38060
209,100701,29,NA,11,24.8,NA,9.8,25.2,45039
209,100702,15,18,6,13.6,13.3,3.6,24.9,44008
209,100703,16,18,2,14.2,7.7,2.0,22.4,45836
209,100704,12,11,4,11.2,8.0,3.7,30.3,33439
209,100705,13,5,2,11.9,1.9,1.8,24.5,40407
209,137441,33,26,5,29.1,21.4,4.4,15.3,40996
209,100707,20,22,7,18.2,12.5,3.7,20.7,40156
209,100708,12,11,4,9.2,6.4,2.8,35.9,48647
209,100709,29,21,13,24.2,14.6,10.8,20.5,42421
209,100710,21,28,5,20.3,20.3,5.0,24.1,39076
209,100711,26,19,7,24.2,13.3,5.6,21.2,42892
209,100712,18,14,5,12.7,10.8,4.0,16.2,44717
209,100713,27,28,8,23.6,16.9,7.4,20.1,43967
209,100714,14,16,8,10.8,7.8,4.0,21.6,40618
209,100715,12,18,5,12.0,13.5,3.2,19.5,41693
209,100716,13,12,4,12.0,7.8,3.9,23.1,38375
209,100717,15,6,5,13.4,3.9,4.2,20.1,47962
209,100718,26,25,7,25.3,22.4,7.0,20.8,40543
209,100719,13,8,2,9.4,6.3,1.1,22.5,43780
209,100720,11,10,1,9.8,7.8,1.0,19.9,45762
209,100721,13,4,4,12.4,3.5,3.4,17.6,40674
209,100722,11,12,4,10.2,11.3,2.6,24.7,41009
209,100723,15,8,5,13.9,6.1,4.1,13.8,38145
209,100724,11,12,4,10.4,6.8,3.9,22.1,38964
209,100725,9,14,4,7.8,9.0,3.0,27.9,43427
209,100726,19,18,6,16.8,12.2,5.9,20.6,38410
209,100727,13,7,4,11.8,3.9,3.9,17.8,36997
209,100728,11,12,8,10.6,7.6,5.3,19.6,43759
209,100729,12,8,3,11.2,4.3,3.0,24.5,38019
209,100730,9,11,4,8.1,7.4,1.5,27.4,41061
209,100731,13,14,4,9.8,7.0,2.5,22.6,35797
209,100732,17,18,8,15.9,13.8,6.9,19.8,59545
209,100733,13,10,4,10.8,6.3,3.5,20.6,42761
209,100734,15,12,4,11.0,9.6,3.6,23.8,44448
209,100735,9,10,3,5.5,4.8,2.5,33.6,43830
209,100737,12,7,2,10.7,3.9,1.8,24.1,46263
209,100738,6,9,1,3.2,4.8,1.0,SUPP,39096
209,100739,17,17,5,14.2,10.5,4.3,16.7,43312
209,100740,98,17,27,91.9,13.9,26.5,8.9,41214
209,100741,99,17,39,93.3,13.5,28.9,14.3,39845
209,100742,65,31,29,64.5,29.6,29.0,13.3,42958
209,100743,112,36,44,96.4,29.5,40.2,15.2,43009
209,100745,92,32,32,88.5,25.5,29.2,15.7,46029
209,100747,49,8,18,48.8,7.7,18.0,18.3,44829
209,100748,47,10,21,44.9,7.5,17.9,15.4,45005
209,100749,26,5,2,26.0,4.0,1.5,26.0,38173
209,100750,57,8,23,53.4,6.1,19.3,16.7,45988
209,100752,61,NA,9,58.7,NA,7.7,13.0,42346
209,100753,20,18,5,18.8,17.8,5.0,25.5,42118
209,135843,47,11,16,46.6,10.3,15.6,15.3,42685
209,135073,121,30,42,116.6,27.5,37.7,15.5,41184
209,135070,101,19,48,99.5,17.0,43.2,14.1,40067
209,135264,85,50,42,81.5,44.8,36.0,14.8,40244
209,100760,24,22,5,19.9,18.0,4.9,7.2,47898
209,100763,27,22,6,25.9,19.4,5.8,0.3,55776
209,100765,25,38,4,21.7,37.0,3.1,5.1,43616
209,100766,17,43,17,14.3,39.1,14.3,7.5,46731
209,136423,20,47,5,18.5,41.7,4.4,9.0,52264
210,100767,6,9,14,4.7,6.6,13.5,22.2,43888
210,100768,3,3,7,2.1,2.3,6.3,30.7,44144
210,100769,4,NA,5,2.2,NA,4.8,20.4,41950
210,100770,6,10,13,5.3,8.1,12.7,21.6,43035
210,100771,4,3,13,4.0,3.0,12.0,16.5,49616
210,135260,12,13,5,11.4,12.4,4.0,7.0,47678
210,138263,4,4,1,3.9,3.7,1.0,11.4,SUPP
210,138270,9,10,1,9.0,9.6,1.0,19.0,29504
210,139907,5,7,3,5.0,7.0,3.0,28.0,39229
210,100774,17,10,3,15.9,7.8,2.9,19.3,40550
210,140937,3,3,1,3.0,2.9,1.0,15.7,40056
210,100775,12,18,5,12.0,15.2,4.4,23.4,44326
210,100780,31,19,9,29.8,14.1,8.8,16.4,36726
210,100781,20,18,9,20.0,13.6,9.0,19.4,37067
210,100782,21,28,4,20.8,21.2,3.8,20.9,36978
210,100783,24,16,6,20.5,12.7,5.4,15.3,42779
210,100784,13,18,5,11.9,13.0,3.1,18.0,44075
210,100785,26,39,8,24.9,32.9,7.6,19.0,40944
210,100786,21,29,10,16.8,23.9,8.8,28.6,40767
210,136665,15,16,8,15.0,12.9,6.9,26.1,38923
210,100789,23,14,6,22.6,10.8,6.0,15.8,45333
210,100790,36,31,14,30.5,23.6,12.4,21.5,44378
210,100791,27,19,9,26.3,13.7,7.9,14.0,41389
210,100793,26,16,7,24.7,14.6,5.7,18.8,43368
210,100794,17,15,5,16.5,11.3,3.7,16.2,39290
210,100795,23,21,4,22.4,16.6,3.9,17.8,38915
210,100796,29,27,18,26.3,20.1,16.2,18.4,39556
210,140507,29,29,8,28.3,25.7,8.0,17.9,42960
210,100798,33,36,9,30.5,22.8,6.6,15.6,44163
210,100800,20,27,9,19.4,21.3,8.8,21.0,41403
210,100801,12,19,5,11.9,12.1,4.4,18.4,40082
210,100802,26,18,5,22.6,11.9,5.0,17.1,43699
210,100803,23,24,4,17.9,19.4,3.1,22.6,44991
210,137648,30,35,17,30.0,25.0,13.4,15.2,36816
210,100808,19,23,1,16.8,15.7,1.0,18.6,40126
210,100809,19,18,10,18.2,15.2,9.0,19.1,42907
210,100810,22,32,13,22.0,25.6,12.0,21.0,46766
210,100811,8,11,4,7.6,9.8,4.0,27.6,51840
210,100812,18,20,10,17.1,15.6,9.3,23.7,41628
210,100813,5,9,4,4.4,8.6,3.5,44.1,38019
210,100814,15,18,4,13.5,14.3,3.8,17.3,42144
210,100815,12,13,4,12.0,8.6,3.0,15.6,44007
210,100817,27,25,7,23.7,21.5,7.0,18.7,39354
210,100818,12,16,5,11.4,13.8,5.0,19.7,43796
210,100819,22,41,14,19.9,31.2,13.6,22.6,42678
210,100821,15,28,8,14.7,27.4,8.0,32.2,45617
210,130918,28,32,18,27.2,27.2,15.3,18.2,39938
210,137413,10,22,1,10.0,17.4,0.7,40.0,45289
210,131843,22,33,9,20.4,24.2,7.3,25.6,46900
210,138842,27,22,24,25.5,19.0,12.7,18.2,39141
210,100822,5,10,2,4.0,6.4,2.0,SUPP,51174
210,100823,14,12,3,12.5,11.9,2.7,21.3,41305
210,100824,27,30,11,26.6,21.3,7.5,15.6,39916
210,100825,13,14,5,12.2,9.4,3.7,17.7,41696
210,100826,23,23,8,20.5,15.4,7.2,20.1,44500
210,100827,10,19,3,8.4,13.7,2.0,21.1,49698
210,100828,23,15,7,22.8,9.6,6.2,13.8,35820
210,100829,30,38,8,30.0,31.5,7.6,17.5,36740
210,100830,19,23,2,16.0,14.7,1.4,26.4,43594
210,100831,12,19,2,11.6,13.2,2.0,17.8,40791
210,100832,18,33,13,16.6,22.9,8.2,20.1,41013
210,100833,13,13,4,13.0,9.5,3.9,17.2,41354
210,100834,12,13,5,11.6,8.2,4.6,20.2,41169
210,100835,9,9,3,8.5,7.4,2.3,18.7,46703
210,100836,7,10,1,5.8,5.5,0.8,40.0,49430
210,100837,11,13,3,10.0,9.5,2.7,22.6,43162
210,100838,19,16,7,18.8,11.6,5.5,16.9,38233
210,100839,5,13,3,5.0,9.8,3.0,45.8,56050
210,100840,12,9,4,11.7,5.7,3.7,19.3,43914
210,100841,16,14,4,11.7,13.7,4.0,19.0,37885
210,134903,24,41,14,23.6,37.2,13.3,19.8,39445
210,139587,15,NA,2,14.0,NA,2.0,7.7,44094
210,139718,24,8,9,23.0,7.5,8.4,10.2,43422
210,140221,9,NA,3,7.3,NA,3.0,12.1,47123
210,136309,159,6,9,143.3,4.1,8.6,10.9,39714
210,136298,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
210,100849,66,10,24,62.1,7.7,20.7,12.6,42788
210,100851,21,17,7,18.0,11.8,5.5,21.9,50329
210,100852,20,16,5,18.7,11.1,4.8,21.8,47148
210,100853,16,13,5,14.6,8.1,3.9,16.2,39995
210,100854,13,12,2,11.1,7.9,1.9,14.8,43453
210,100855,14,16,4,13.0,12.6,3.6,16.9,47651
210,100816,18,19,5,17.3,13.3,4.5,19.7,49549
210,131318,15,22,6,14.2,13.5,5.7,30.4,44085
210,100857,51,6,10,50.6,6.0,9.0,11.7,44396
210,138961,73,12,22,71.5,10.9,20.5,11.1,43229
210,100859,55,15,15,51.2,11.6,14.7,11.9,48186
210,138960,74,7,21,72.2,6.1,20.2,11.5,45665
210,134222,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
210,134225,34,14,21,34.0,13.8,20.2,23.3,42030
210,131747,127,27,24,127.0,25.3,23.8,6.1,44362
210,132711,67,16,24,65.7,14.0,21.3,12.5,39768
210,135315,77,25,24,76.0,23.1,22.7,12.8,45510
210,135401,98,19,54,97.8,19.0,51.5,10.8,NA
210,135584,102,21,35,100.9,20.2,32.2,12.2,41349
210,135816,54,8,18,53.6,8.0,18.0,14.1,41737
210,100872,18,26,10,16.2,22.2,8.0,6.7,45573
210,100873,16,32,3,15.2,31.4,3.0,6.1,47602
210,140138,11,8,7,11.0,8.0,5.8,4.0,36753
210,100875,10,6,3,8.0,5.6,2.9,6.4,45770
210,100876,11,6,5,10.0,5.8,4.5,5.0,53348
210,100878,5,10,3,5.0,10.0,2.6,15.0,50483
210,100879,7,4,4,7.0,3.6,3.4,5.7,54723
210,100880,14,30,2,12.6,26.6,2.0,5.6,45433
210,100881,14,22,5,12.6,16.4,3.7,3.7,40914
211,100882,5,3,7,5.0,2.4,7.0,14.2,45173
211,100884,5,6,7,5.0,3.4,6.3,16.0,41858
211,100885,6,15,13,6.0,11.7,11.3,18.7,41316
211,100886,5,10,3,5.0,6.8,1.8,16.0,46127
211,100887,5,1,6,5.0,0.9,5.7,11.9,44453
211,100888,6,8,3,5.5,7.0,2.4,14.8,48040
211,100889,51,18,10,48.0,17.0,9.7,2.9,52069
211,138262,43,NA,NA,40.9,NA,NA,1.1,24558
211,137016,9,6,2,8.1,5.9,1.6,24.4,32152
211,140096,40,41,12,38.2,32.2,11.2,19.2,40674
211,131936,23,24,10,23.0,20.6,8.9,20.2,37729
211,133288,20,29,13,19.4,23.2,10.0,21.9,40420
211,133574,29,25,13,28.2,20.6,10.2,18.7,41369
211,134160,33,48,8,32.3,35.2,8.0,17.9,46544
211,139423,22,29,13,22.0,24.9,11.4,18.7,37821
211,138276,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
211,141039,10,2,2,5.6,2.0,1.2,10.6,37310
211,100890,35,43,11,34.8,32.5,10.3,17.1,36782
211,100891,36,44,17,36.0,35.1,15.9,18.8,34011
211,100892,31,33,6,29.4,27.6,5.9,14.1,39263
211,100893,21,19,4,17.6,15.2,3.1,16.1,42497
211,100894,34,41,14,31.6,27.4,12.9,17.0,43195
211,100895,29,12,7,23.8,8.2,5.6,14.9,40618
211,100896,20,25,10,19.4,17.3,9.2,17.8,41320
211,100897,33,28,9,28.6,17.6,7.4,15.3,40387
211,100898,23,23,7,21.1,16.0,6.4,17.7,40674
211,140064,37,33,14,34.5,29.2,13.6,17.0,39725
211,100900,30,34,11,29.4,29.4,10.9,15.9,43832
211,100901,24,34,7,21.0,27.3,5.8,22.9,49366
211,100902,25,29,8,23.6,25.7,7.8,15.2,46706
211,100903,15,18,6,13.8,11.9,5.5,15.8,48895
211,100904,24,24,8,21.7,15.9,7.9,15.6,41960
211,100906,32,35,9,27.1,21.2,7.3,16.9,46673
211,100907,18,15,6,16.9,12.1,5.2,16.0,37574
211,100908,18,24,8,17.1,16.6,8.0,14.6,40679
211,100911,28,32,11,26.8,21.3,9.4,16.6,42593
211,100912,44,31,15,40.5,24.9,12.9,15.1,42750
211,100913,23,22,7,22.8,17.3,6.1,15.0,41159
211,100914,12,15,5,11.4,11.0,5.0,20.7,39963
211,100915,16,19,17,15.3,16.9,10.7,23.8,46583
211,100916,16,15,5,14.3,11.7,5.0,16.2,45718
211,100917,31,27,12,28.4,21.4,9.4,16.2,41979
211,100920,37,45,13,33.8,38.5,11.8,20.5,33967
211,137682,21,12,8,17.5,12.0,6.9,20.3,47691
211,100922,34,26,12,31.6,24.6,11.0,17.0,39421
211,100923,28,23,6,27.0,18.5,4.4,16.1,44770
211,100926,11,14,3,11.0,11.4,2.9,20.5,43454
211,100927,24,18,8,22.7,15.0,7.1,17.7,38836
211,100928,19,16,7,18.0,12.4,6.3,17.2,42888
211,100930,31,21,11,28.2,17.0,9.0,15.8,41457
211,100931,15,17,7,14.0,13.2,5.8,16.8,40031
211,100932,17,17,6,16.1,15.3,6.0,21.5,41718
211,100934,29,31,20,28.1,24.8,8.8,15.2,39475
211,100935,13,22,6,13.0,16.1,4.6,17.1,49465
211,100936,23,17,12,21.0,12.8,6.9,15.5,43158
211,100937,33,35,9,30.2,24.8,7.8,15.5,43633
211,100938,17,16,4,15.2,13.0,4.0,15.5,49653
211,100939,34,43,6,31.0,34.7,5.7,15.3,38118
211,100940,15,10,4,13.8,6.7,3.8,15.8,41793
211,100941,29,21,8,28.0,16.8,8.0,15.7,40139
211,100942,18,13,8,17.2,10.6,7.0,13.8,39488
211,100943,18,20,7,15.8,12.8,6.9,14.8,39550
211,130352,35,49,20,33.9,40.5,16.1,17.9,38646
211,131737,30,24,5,26.8,16.5,4.4,17.3,40642
211,100944,16,14,6,15.1,11.8,5.8,12.1,38887
211,100945,9,12,4,8.2,7.9,2.9,24.9,43706
211,100946,11,16,3,9.9,11.5,3.0,20.5,42187
211,100949,13,12,7,11.8,8.7,6.9,19.4,41175
211,100950,23,19,5,22.0,13.7,4.7,15.2,39187
211,100951,14,15,5,11.9,13.8,5.0,18.6,40174
211,100953,15,15,6,12.6,13.7,4.9,16.7,38904
211,100954,16,26,10,15.1,18.8,6.6,22.9,33684
211,100956,14,18,7,12.1,13.0,4.6,18.2,44329
211,100958,14,10,2,13.6,9.6,2.0,18.5,36232
211,100959,11,13,3,10.4,9.8,2.9,21.1,46881
211,100960,15,20,8,14.6,14.3,5.3,15.5,42510
211,100961,12,13,7,12.0,9.0,6.4,19.2,39519
211,100962,14,9,10,13.6,6.4,5.2,16.6,42881
211,138202,16,6,6,16.0,6.0,5.5,10.5,44115
211,141133,11,1,3,9.6,1.0,3.0,9.5,46086
211,141095,7,NA,3,7.0,NA,3.0,10.7,37571
211,100965,52,23,23,51.4,21.2,21.6,11.5,44418
211,100966,78,61,25,78.0,59.7,24.2,11.9,42704
211,100967,117,83,39,111.5,72.4,34.1,13.2,45067
211,100968,115,19,37,108.7,17.4,32.8,13.2,44980
211,100969,79,17,20,79.0,16.5,19.5,11.6,40607
211,100970,102,16,36,101.3,13.2,35.4,12.0,43011
211,137789,60,15,19,59.9,11.8,17.0,16.1,42453
211,100972,51,34,26,49.6,26.8,23.8,15.7,48550
211,100973,95,56,31,91.2,48.6,26.7,13.6,45726
211,133289,123,30,30,117.7,27.4,27.7,4.9,42900
211,100974,96,46,35,93.2,39.3,34.4,11.8,44502
211,100975,119,34,43,109.1,29.6,38.3,13.5,44693
211,100977,112,55,27,107.6,48.4,25.6,14.8,41461
211,100978,123,30,30,117.7,27.4,27.7,7.6,42900
211,100979,54,15,21,51.8,13.9,20.0,13.5,48129
211,100986,13,7,19,12.6,7.0,18.9,2.3,41356
211,100987,42,96,5,40.6,82.6,4.3,4.7,38770
211,100989,16,34,5,15.8,27.3,4.7,5.1,51886
211,131023,25,39,9,15.2,32.8,6.6,6.0,43413
211,131608,10,6,3,10.0,4.6,3.0,2.2,52221
211,131598,11,13,4,10.4,12.9,3.2,3.1,49018
212,100990,7,9,12,6.6,3.4,7.6,6.1,44210
212,100991,5,2,15,5.0,1.9,10.4,13.7,49713
212,100992,3,3,6,3.0,2.1,5.1,19.2,47301
212,100994,28,11,8,24.4,9.9,6.9,4.5,46555
212,132077,11,8,12,10.6,4.7,5.5,0.2,52061
212,108892,11,5,1,8.8,4.2,0.7,0.8,49969
212,139592,6,8,2,6.0,7.2,1.7,20.8,49763
212,139687,3,3,2,3.0,3.0,1.0,15.0,52947
212,139775,8,9,1,5.7,8.4,1.0,19.7,44934
212,100995,15,8,5,14.1,5.7,4.5,20.2,41445
212,134041,23,21,6,22.1,17.1,5.1,19.0,31383
212,140682,12,12,7,11.6,8.0,4.8,17.3,42430
212,100996,31,20,4,24.6,14.1,3.4,16.1,36034
212,100997,27,28,5,22.4,18.7,4.6,17.2,40532
212,137563,49,30,10,46.4,22.2,9.2,17.9,37245
212,141303,25,16,6,25.0,13.9,5.6,14.2,36063
212,101001,22,18,5,19.5,10.8,3.6,16.3,38532
212,101002,28,14,12,26.3,9.9,9.6,16.9,44891
212,101003,29,18,8,28.2,14.7,7.6,16.3,41087
212,101005,34,31,8,31.5,23.5,6.9,16.0,40280
212,101006,22,28,7,20.0,15.5,6.7,16.6,39208
212,101007,29,27,7,26.6,18.4,5.0,16.7,38408
212,101008,34,32,11,29.8,20.7,9.7,15.3,38447
212,101009,31,38,10,30.5,27.0,7.1,13.8,36596
212,101010,20,15,10,19.4,9.4,9.2,17.6,38085
212,101013,25,18,3,22.0,12.2,3.0,18.7,38326
212,101014,14,14,6,13.4,10.7,4.4,15.8,43729
212,101016,31,34,14,29.5,23.9,10.5,19.3,37933
212,101017,32,28,8,25.7,23.8,6.9,16.1,42009
212,101018,20,15,4,19.8,12.8,3.1,15.6,38805
212,101019,25,29,12,21.0,21.9,9.8,20.7,42209
212,101020,17,24,7,15.0,14.5,4.8,18.6,44151
212,101021,27,29,9,25.6,25.8,8.3,15.0,40586
212,101022,32,29,7,26.1,22.9,6.5,18.7,40303
212,101024,23,20,9,20.2,14.2,7.2,15.1,42243
212,101025,20,9,7,16.2,7.3,5.2,19.2,37148
212,101026,19,13,7,15.6,9.7,5.3,18.8,42724
212,101027,28,23,17,25.1,19.1,16.1,17.2,37103
212,101028,29,33,14,26.4,25.9,11.3,16.4,39847
212,101029,18,16,7,17.8,9.9,6.6,15.9,39078
212,101031,15,12,8,14.8,9.2,7.5,15.6,40877
212,101033,17,12,7,14.5,12.1,7.0,16.8,40126
212,101034,11,12,4,10.5,8.8,3.1,21.9,40312
212,101035,11,11,6,10.8,8.0,5.1,19.1,42217
212,101036,9,7,5,9.0,4.6,3.8,23.6,41892
212,101037,14,11,3,10.5,8.0,2.4,18.9,45951
212,101038,15,20,8,13.4,13.1,5.5,16.3,44174
212,101041,12,13,7,11.3,9.0,4.7,16.9,40687
212,101042,24,19,8,19.8,13.9,6.5,17.2,37331
212,101043,13,16,5,12.0,9.7,2.0,16.6,40058
212,101044,12,10,3,11.2,9.6,3.0,19.5,35625
212,101045,14,18,5,11.8,11.0,4.3,18.9,40744
212,101046,16,14,7,13.6,10.4,3.7,17.3,39749
212,101047,20,16,4,18.9,13.5,3.2,10.8,37532
212,101048,13,10,5,12.0,7.4,5.0,16.7,38101
212,101049,23,26,6,20.7,17.2,5.8,19.9,40119
212,101050,24,29,7,23.8,20.6,6.7,16.7,40374
212,101051,15,18,7,11.9,11.7,5.0,20.2,43432
212,101052,12,10,4,9.5,9.1,2.9,22.4,42155
212,131520,26,23,9,23.9,15.4,8.3,19.0,42656
212,138267,28,8,10,27.4,7.2,8.7,13.0,38032
212,140985,55,15,22,54.6,14.7,21.0,12.0,47361
212,135762,41,16,19,40.4,12.2,17.8,10.4,45371
212,101053,96,13,25,87.2,12.4,23.0,14.4,43111
212,136883,88,12,28,81.6,10.8,27.0,12.0,29349
212,132173,64,12,22,62.9,10.6,21.3,15.1,43036
212,101057,41,36,10,38.4,27.0,8.4,14.0,39808
212,101004,30,33,17,27.2,18.6,11.8,17.1,42895
212,101012,17,22,8,15.6,16.3,4.6,19.8,43577
212,101011,22,14,5,17.9,11.5,2.3,20.0,44718
212,101032,12,16,8,11.6,10.6,5.9,22.6,43970
212,137005,165,28,68,137.5,22.4,54.6,14.3,42167
212,139842,112,10,43,106.6,7.4,39.6,16.8,44147
212,138681,41,13,9,40.3,11.9,8.4,10.9,41847
212,138682,121,33,38,113.5,30.5,34.4,11.3,41929
212,135316,97,29,32,92.7,27.0,30.6,13.9,41332
212,101093,47,127,24,40.6,106.2,20.4,3.5,45725
212,101094,23,12,12,19.7,9.8,11.3,3.9,46710
212,101095,15,74,15,14.6,69.6,13.7,3.8,36781
212,101099,11,33,8,10.4,25.8,6.0,5.6,41728
212,101102,28,75,14,27.1,75.0,13.1,6.0,37547
212,101103,29,42,13,27.9,35.2,12.4,6.6,48017
212,131594,25,20,5,23.8,20.0,4.6,3.7,44449
213,101104,4,1,5,3.4,0.9,5.0,11.3,44332
213,101105,5,6,10,5.0,3.6,9.4,11.1,37749
213,101106,4,3,11,4.0,2.5,8.5,12.0,45239
213,132151,6,8,21,3.7,6.4,18.0,12.5,40549
213,140806,12,4,3,11.6,3.8,3.0,5.3,46879
213,137323,6,8,1,6.0,7.6,1.0,42.5,42822
213,138275,6,7,3,5.6,5.2,2.5,17.8,42555
213,139824,26,17,4,23.6,16.9,4.0,13.6,38403
213,139898,4,2,1,4.0,2.0,1.0,13.5,48661
213,139940,22,14,6,20.4,11.1,6.0,13.3,41119
213,101107,18,6,2,15.9,4.0,2.0,14.3,38817
213,101108,29,16,7,26.9,13.5,7.0,13.1,40979
213,101110,33,11,10,31.9,8.2,7.0,13.3,37704
213,101111,30,18,7,28.6,16.4,6.0,16.1,40418
213,140050,48,23,6,46.4,15.4,4.9,14.6,39827
213,138683,35,21,5,33.7,13.9,3.7,13.1,42086
213,101115,24,23,6,21.8,16.7,5.7,20.2,38584
213,101116,33,32,8,32.7,24.5,7.5,17.6,38968
213,101117,11,2,5,10.2,1.9,4.7,18.4,37239
213,101120,22,13,3,21.4,12.8,3.0,13.2,38862
213,101121,13,7,3,13.0,4.9,2.1,14.5,38631
213,101122,24,14,4,22.5,9.2,2.9,14.8,37747
213,101123,15,11,4,14.4,7.3,3.6,16.5,40015
213,101124,17,11,8,14.6,8.5,8.0,20.0,41410
213,101125,13,9,5,12.6,5.9,5.0,18.3,41581
213,101126,14,4,3,14.0,3.8,2.6,9.9,45253
213,101127,15,10,6,14.8,9.5,5.8,15.1,43459
213,101128,21,16,6,20.1,10.1,5.6,19.3,43542
213,101129,14,11,2,12.8,8.4,2.0,14.7,33851
213,101130,13,9,3,11.2,5.9,3.0,18.0,43858
213,101131,12,6,3,11.4,4.6,2.6,13.0,39309
213,101132,11,11,3,11.0,8.2,2.1,16.1,44013
213,101133,19,7,8,17.7,5.7,6.3,17.5,40976
213,101134,9,4,5,9.0,3.4,4.1,20.7,42121
213,101135,15,8,7,14.0,7.4,6.0,16.4,37734
213,101136,15,12,5,13.3,10.2,4.2,17.0,44545
213,101137,16,18,5,16.0,12.3,4.0,19.8,42722
213,101138,17,11,3,16.2,9.9,2.6,11.8,41183
213,101139,23,NA,1,18.7,NA,1.0,11.1,39749
213,101140,16,5,3,16.0,3.9,2.8,18.5,37043
213,101141,12,11,8,11.6,7.3,6.9,18.9,42470
213,101142,15,16,4,13.6,10.8,3.2,14.6,40044
213,101143,13,17,5,11.9,10.4,4.9,19.4,43460
213,101144,14,7,2,12.3,5.7,1.4,18.5,42070
213,101146,12,14,3,9.9,9.9,1.4,20.1,43489
213,101147,15,18,8,14.9,10.9,5.0,15.5,40091
213,140884,10,3,3,9.4,3.0,3.0,12.8,47450
213,140939,15,2,2,13.8,2.0,2.0,10.0,42805
213,137646,108,43,29,104.3,38.3,27.5,13.1,42780
213,138313,81,6,30,75.9,4.4,27.7,13.7,40035
213,137353,115,18,33,111.4,17.2,30.9,9.6,42181
213,138312,66,7,18,61.6,6.3,17.9,12.4,45017
213,101154,90,19,27,85.5,17.2,25.0,10.9,42951
213,139369,66,6,16,65.0,4.9,13.7,13.2,39217
213,130912,163,47,40,159.7,44.7,38.0,7.5,34785
213,131262,113,5,24,110.1,4.9,23.3,10.0,41477
213,135242,64,37,14,63.8,34.9,11.6,12.5,38377
213,135676,102,25,33,98.5,24.5,32.5,12.3,41758
213,139600,2,1,1,2.0,0.8,1.0,11.0,SUPP
213,101182,19,23,4,18.4,21.3,4.0,5.1,47487
213,101184,10,18,4,9.0,16.4,3.4,7.2,50536
301,132816,12,14,4,11.6,13.7,2.7,15.3,48351
301,101186,45,26,12,41.1,21.8,11.2,20.5,40532
301,140687,NA,NA,NA,NA,NA,NA,NA,NA
301,101188,20,13,9,18.2,9.3,8.0,21.8,44402
